"Notes"	"State"	"State Code"	"Year"	"Year Code"	Cases	Percent of Total
	"Ohio"	"39"	"2007"	"2007"	251	0.07%
	"Ohio"	"39"	"2006"	"2006"	239	0.06%
	"Ohio"	"39"	"2005"	"2005"	260	0.07%
	"Ohio"	"39"	"2004"	"2004"	219	0.06%
	"Ohio"	"39"	"2003"	"2003"	229	0.06%
	"Ohio"	"39"	"2002"	"2002"	257	0.07%
	"Ohio"	"39"	"2001"	"2001"	306	0.08%
	"Ohio"	"39"	"2000"	"2000"	338	0.09%
	"Ohio"	"39"	"1999"	"1999"	317	0.08%
	"Ohio"	"39"	"1998"	"1998"	230	0.06%
	"Ohio"	"39"	"1997"	"1997"	286	0.08%
	"Ohio"	"39"	"1996"	"1996"	301	0.08%
	"Ohio"	"39"	"1995"	"1995"	280	0.07%
	"Ohio"	"39"	"1994"	"1994"	345	0.09%
	"Ohio"	"39"	"1993"	"1993"	308	0.08%
"Total"	"Ohio"	"39"			5959	1.58%
	"Oklahoma"	"40"	"2018"	"2018"	74	0.02%
	"Oklahoma"	"40"	"2017"	"2017"	54	0.01%
	"Oklahoma"	"40"	"2016"	"2016"	78	0.02%
	"Oklahoma"	"40"	"2015"	"2015"	67	0.02%
	"Oklahoma"	"40"	"2014"	"2014"	59	0.02%
	"Oklahoma"	"40"	"2013"	"2013"	70	0.02%
	"Oklahoma"	"40"	"2012"	"2012"	88	0.02%
	"Oklahoma"	"40"	"2011"	"2011"	94	0.02%
	"Oklahoma"	"40"	"2010"	"2010"	86	0.02%
	"Oklahoma"	"40"	"2009"	"2009"	102	0.03%
	"Oklahoma"	"40"	"2008"	"2008"	100	0.03%
	"Oklahoma"	"40"	"2007"	"2007"	149	0.04%
	"Oklahoma"	"40"	"2006"	"2006"	144	0.04%
	"Oklahoma"	"40"	"2005"	"2005"	144	0.04%
	"Oklahoma"	"40"	"2004"	"2004"	178	0.05%
	"Oklahoma"	"40"	"2003"	"2003"	163	0.04%
	"Oklahoma"	"40"	"2002"	"2002"	190	0.05%
	"Oklahoma"	"40"	"2001"	"2001"	193	0.05%
	"Oklahoma"	"40"	"2000"	"2000"	153	0.04%
	"Oklahoma"	"40"	"1999"	"1999"	208	0.05%
	"Oklahoma"	"40"	"1998"	"1998"	197	0.05%
	"Oklahoma"	"40"	"1997"	"1997"	211	0.06%
	"Oklahoma"	"40"	"1996"	"1996"	199	0.05%
	"Oklahoma"	"40"	"1995"	"1995"	236	0.06%
	"Oklahoma"	"40"	"1994"	"1994"	260	0.07%
	"Oklahoma"	"40"	"1993"	"1993"	208	0.05%
"Total"	"Oklahoma"	"40"			3705	0.98%
	"Oregon"	"41"	"2018"	"2018"	81	0.02%
	"Oregon"	"41"	"2017"	"2017"	69	0.02%
	"Oregon"	"41"	"2016"	"2016"	70	0.02%
	"Oregon"	"41"	"2015"	"2015"	76	0.02%
	"Oregon"	"41"	"2014"	"2014"	77	0.02%
	"Oregon"	"41"	"2013"	"2013"	73	0.02%
	"Oregon"	"41"	"2012"	"2012"	61	0.02%
	"Oregon"	"41"	"2011"	"2011"	74	0.02%
	"Oregon"	"41"	"2010"	"2010"	87	0.02%
	"Oregon"	"41"	"2009"	"2009"	89	0.02%
	"Oregon"	"41"	"2008"	"2008"	75	0.02%
	"Oregon"	"41"	"2007"	"2007"	94	0.02%
	"Oregon"	"41"	"2006"	"2006"	81	0.02%
	"Oregon"	"41"	"2005"	"2005"	103	0.03%
	"Oregon"	"41"	"2004"	"2004"	107	0.03%
	"Oregon"	"41"	"2003"	"2003"	107	0.03%
	"Oregon"	"41"	"2002"	"2002"	111	0.03%
	"Oregon"	"41"	"2001"	"2001"	123	0.03%
	"Oregon"	"41"	"2000"	"2000"	119	0.03%
	"Oregon"	"41"	"1999"	"1999"	123	0.03%
	"Oregon"	"41"	"1998"	"1998"	156	0.04%
	"Oregon"	"41"	"1997"	"1997"	162	0.04%
	"Oregon"	"41"	"1996"	"1996"	188	0.05%
	"Oregon"	"41"	"1995"	"1995"	156	0.04%
	"Oregon"	"41"	"1994"	"1994"	166	0.04%
	"Oregon"	"41"	"1993"	"1993"	153	0.04%
"Total"	"Oregon"	"41"			2781	0.74%
	"Pennsylvania"	"42"	"2018"	"2018"	212	0.06%
	"Pennsylvania"	"42"	"2017"	"2017"	192	0.05%
	"Pennsylvania"	"42"	"2016"	"2016"	173	0.05%
	"Pennsylvania"	"42"	"2015"	"2015"	200	0.05%
	"Pennsylvania"	"42"	"2014"	"2014"	208	0.05%
	"Pennsylvania"	"42"	"2013"	"2013"	214	0.06%
	"Pennsylvania"	"42"	"2012"	"2012"	234	0.06%
	"Pennsylvania"	"42"	"2011"	"2011"	260	0.07%
	"Pennsylvania"	"42"	"2010"	"2010"	238	0.06%
	"Pennsylvania"	"42"	"2009"	"2009"	236	0.06%
	"Pennsylvania"	"42"	"2008"	"2008"	387	0.10%
	"Pennsylvania"	"42"	"2007"	"2007"	275	0.07%
	"Pennsylvania"	"42"	"2006"	"2006"	337	0.09%
	"Pennsylvania"	"42"	"2005"	"2005"	320	0.08%
	"Pennsylvania"	"42"	"2004"	"2004"	328	0.09%
	"Pennsylvania"	"42"	"2003"	"2003"	336	0.09%
	"Pennsylvania"	"42"	"2002"	"2002"	353	0.09%
	"Pennsylvania"	"42"	"2001"	"2001"	349	0.09%
	"Pennsylvania"	"42"	"2000"	"2000"	383	0.10%
	"Pennsylvania"	"42"	"1999"	"1999"	453	0.12%
	"Pennsylvania"	"42"	"1998"	"1998"	447	0.12%
	"Pennsylvania"	"42"	"1997"	"1997"	524	0.14%
	"Pennsylvania"	"42"	"1996"	"1996"	580	0.15%
	"Pennsylvania"	"42"	"1995"	"1995"	673	0.18%
	"Pennsylvania"	"42"	"1994"	"1994"	616	0.16%
	"Pennsylvania"	"42"	"1993"	"1993"	741	0.20%
"Total"	"Pennsylvania"	"42"			9269	2.45%
	"Rhode Island"	"44"	"2018"	"2018"	20	0.01%
	"Rhode Island"	"44"	"2017"	"2017"	13	0.00%
	"Rhode Island"	"44"	"2016"	"2016"	12	0.00%
	"Rhode Island"	"44"	"2015"	"2015"	30	0.01%
	"Rhode Island"	"44"	"2014"	"2014"	21	0.01%
	"Rhode Island"	"44"	"2013"	"2013"	27	0.01%
	"Rhode Island"	"44"	"2012"	"2012"	23	0.01%
	"Rhode Island"	"44"	"2011"	"2011"	27	0.01%
	"Rhode Island"	"44"	"2010"	"2010"	26	0.01%
	"Rhode Island"	"44"	"2009"	"2009"	24	0.01%
	"Rhode Island"	"44"	"2008"	"2008"	36	0.01%
	"Rhode Island"	"44"	"2007"	"2007"	45	0.01%
	"Rhode Island"	"44"	"2006"	"2006"	26	0.01%
	"Rhode Island"	"44"	"2005"	"2005"	47	0.01%
	"Rhode Island"	"44"	"2004"	"2004"	51	0.01%
	"Rhode Island"	"44"	"2003"	"2003"	46	0.01%
	"Rhode Island"	"44"	"2002"	"2002"	49	0.01%
	"Rhode Island"	"44"	"2001"	"2001"	60	0.02%
	"Rhode Island"	"44"	"2000"	"2000"	49	0.01%
	"Rhode Island"	"44"	"1999"	"1999"	53	0.01%
	"Rhode Island"	"44"	"1998"	"1998"	63	0.02%
	"Rhode Island"	"44"	"1997"	"1997"	40	0.01%
	"Rhode Island"	"44"	"1996"	"1996"	35	0.01%
	"Rhode Island"	"44"	"1995"	"1995"	50	0.01%
	"Rhode Island"	"44"	"1994"	"1994"	56	0.01%
	"Rhode Island"	"44"	"1993"	"1993"	65	0.02%
"Total"	"Rhode Island"	"44"			994	0.26%
	"South Carolina"	"45"	"2018"	"2018"	86	0.02%
	"South Carolina"	"45"	"2017"	"2017"	101	0.03%
	"South Carolina"	"45"	"2016"	"2016"	102	0.03%
	"South Carolina"	"45"	"2015"	"2015"	104	0.03%
	"South Carolina"	"45"	"2014"	"2014"	79	0.02%
	"South Carolina"	"45"	"2013"	"2013"	112	0.03%
	"South Carolina"	"45"	"2012"	"2012"	122	0.03%
	"South Carolina"	"45"	"2011"	"2011"	139	0.04%
	"South Carolina"	"45"	"2010"	"2010"	153	0.04%
	"South Carolina"	"45"	"2009"	"2009"	164	0.04%
	"South Carolina"	"45"	"2008"	"2008"	188	0.05%
	"South Carolina"	"45"	"2007"	"2007"	218	0.06%
	"South Carolina"	"45"	"2006"	"2006"	222	0.06%
	"South Carolina"	"45"	"2005"	"2005"	261	0.07%
	"South Carolina"	"45"	"2004"	"2004"	233	0.06%
	"South Carolina"	"45"	"2003"	"2003"	254	0.07%
	"South Carolina"	"45"	"2002"	"2002"	256	0.07%
	"South Carolina"	"45"	"2001"	"2001"	263	0.07%
	"South Carolina"	"45"	"2000"	"2000"	286	0.08%
	"South Carolina"	"45"	"1999"	"1999"	315	0.08%
	"South Carolina"	"45"	"1998"	"1998"	286	0.08%
	"South Carolina"	"45"	"1997"	"1997"	328	0.09%
	"South Carolina"	"45"	"1996"	"1996"	348	0.09%
	"South Carolina"	"45"	"1995"	"1995"	334	0.09%
	"South Carolina"	"45"	"1994"	"1994"	387	0.10%
	"South Carolina"	"45"	"1993"	"1993"	401	0.11%
"Total"	"South Carolina"	"45"			5742	1.52%
	"South Dakota"	"46"	"2018"	"2018"	12	0.00%
	"South Dakota"	"46"	"2017"	"2017"	14	0.00%
	"South Dakota"	"46"	"2016"	"2016"	12	0.00%
	"South Dakota"	"46"	"2015"	"2015"	17	0.00%
	"South Dakota"	"46"	"2014"	"2014"	7	0.00%
	"South Dakota"	"46"	"2013"	"2013"	9	0.00%
	"South Dakota"	"46"	"2012"	"2012"	19	0.01%
	"South Dakota"	"46"	"2011"	"2011"	15	0.00%
	"South Dakota"	"46"	"2010"	"2010"	15	0.00%
	"South Dakota"	"46"	"2009"	"2009"	18	0.00%
	"South Dakota"	"46"	"2008"	"2008"	16	0.00%
	"South Dakota"	"46"	"2007"	"2007"	13	0.00%
	"South Dakota"	"46"	"2006"	"2006"	14	0.00%
	"South Dakota"	"46"	"2005"	"2005"	16	0.00%
	"South Dakota"	"46"	"2004"	"2004"	11	0.00%
	"South Dakota"	"46"	"2003"	"2003"	20	0.01%
	"South Dakota"	"46"	"2002"	"2002"	13	0.00%
	"South Dakota"	"46"	"2001"	"2001"	13	0.00%
	"South Dakota"	"46"	"2000"	"2000"	16	0.00%
	"South Dakota"	"46"	"1999"	"1999"	21	0.01%
	"South Dakota"	"46"	"1998"	"1998"	23	0.01%
	"South Dakota"	"46"	"1997"	"1997"	19	0.01%
	"South Dakota"	"46"	"1996"	"1996"	19	0.01%
	"South Dakota"	"46"	"1995"	"1995"	28	0.01%
	"South Dakota"	"46"	"1994"	"1994"	28	0.01%
	"South Dakota"	"46"	"1993"	"1993"	16	0.00%
"Total"	"South Dakota"	"46"			424	0.11%
	"Tennessee"	"47"	"2018"	"2018"	139	0.04%
	"Tennessee"	"47"	"2017"	"2017"	124	0.03%
	"Tennessee"	"47"	"2016"	"2016"	103	0.03%
	"Tennessee"	"47"	"2015"	"2015"	131	0.03%
	"Tennessee"	"47"	"2014"	"2014"	151	0.04%
	"Tennessee"	"47"	"2013"	"2013"	143	0.04%
	"Tennessee"	"47"	"2012"	"2012"	163	0.04%
	"Tennessee"	"47"	"2011"	"2011"	156	0.04%
	"Tennessee"	"47"	"2010"	"2010"	193	0.05%
	"Tennessee"	"47"	"2009"	"2009"	202	0.05%
	"Tennessee"	"47"	"2008"	"2008"	282	0.07%
	"Tennessee"	"47"	"2007"	"2007"	235	0.06%
	"Tennessee"	"47"	"2006"	"2006"	277	0.07%
	"Tennessee"	"47"	"2005"	"2005"	299	0.08%
	"Tennessee"	"47"	"2004"	"2004"	278	0.07%
	"Tennessee"	"47"	"2003"	"2003"	286	0.08%
	"Tennessee"	"47"	"2002"	"2002"	308	0.08%
	"Tennessee"	"47"	"2001"	"2001"	313	0.08%
	"Tennessee"	"47"	"2000"	"2000"	382	0.10%
	"Tennessee"	"47"	"1999"	"1999"	382	0.10%
	"Tennessee"	"47"	"1998"	"1998"	439	0.12%
	"Tennessee"	"47"	"1997"	"1997"	468	0.12%
	"Tennessee"	"47"	"1996"	"1996"	504	0.13%
	"Tennessee"	"47"	"1995"	"1995"	465	0.12%
	"Tennessee"	"47"	"1994"	"1994"	519	0.14%
	"Tennessee"	"47"	"1993"	"1993"	554	0.15%
"Total"	"Tennessee"	"47"			7496	1.98%
	"Texas"	"48"	"2018"	"2018"	1129	0.30%
	"Texas"	"48"	"2017"	"2017"	1125	0.30%
	"Texas"	"48"	"2016"	"2016"	1247	0.33%
	"Texas"	"48"	"2015"	"2015"	1329	0.35%
	"Texas"	"48"	"2014"	"2014"	1266	0.33%
	"Texas"	"48"	"2013"	"2013"	1220	0.32%
	"Texas"	"48"	"2012"	"2012"	1233	0.33%
	"Texas"	"48"	"2011"	"2011"	1317	0.35%
	"Texas"	"48"	"2010"	"2010"	1379	0.36%
	"Texas"	"48"	"2009"	"2009"	1494	0.39%
	"Texas"	"48"	"2008"	"2008"	1500	0.40%
	"Texas"	"48"	"2007"	"2007"	1504	0.40%
	"Texas"	"48"	"2006"	"2006"	1566	0.41%
	"Texas"	"48"	"2005"	"2005"	1525	0.40%
	"Texas"	"48"	"2004"	"2004"	1670	0.44%
	"Texas"	"48"	"2003"	"2003"	1579	0.42%
	"Texas"	"48"	"2002"	"2002"	1538	0.41%
	"Texas"	"48"	"2001"	"2001"	1631	0.43%
	"Texas"	"48"	"2000"	"2000"	1496	0.40%
	"Texas"	"48"	"1999"	"1999"	1639	0.43%
	"Texas"	"48"	"1998"	"1998"	1802	0.48%
	"Texas"	"48"	"1997"	"1997"	1980	0.52%
	"Texas"	"48"	"1996"	"1996"	2066	0.55%
	"Texas"	"48"	"1995"	"1995"	2340	0.62%
	"Texas"	"48"	"1994"	"1994"	2511	0.66%
	"Texas"	"48"	"1993"	"1993"	2370	0.63%
"Total"	"Texas"	"48"			41456	10.96%
	"Utah"	"49"	"2018"	"2018"	18	0.00%
	"Utah"	"49"	"2017"	"2017"	29	0.01%
	"Utah"	"49"	"2016"	"2016"	20	0.01%
	"Utah"	"49"	"2015"	"2015"	37	0.01%
	"Utah"	"49"	"2014"	"2014"	31	0.01%
	"Utah"	"49"	"2013"	"2013"	33	0.01%
	"Utah"	"49"	"2012"	"2012"	37	0.01%
	"Utah"	"49"	"2011"	"2011"	34	0.01%
	"Utah"	"49"	"2010"	"2010"	20	0.01%
	"Utah"	"49"	"2009"	"2009"	37	0.01%
	"Utah"	"49"	"2008"	"2008"	27	0.01%
	"Utah"	"49"	"2007"	"2007"	39	0.01%
	"Utah"	"49"	"2006"	"2006"	34	0.01%
	"Utah"	"49"	"2005"	"2005"	29	0.01%
	"Utah"	"49"	"2004"	"2004"	36	0.01%
	"Utah"	"49"	"2003"	"2003"	39	0.01%
	"Utah"	"49"	"2002"	"2002"	31	0.01%
	"Utah"	"49"	"2001"	"2001"	35	0.01%
	"Utah"	"49"	"2000"	"2000"	49	0.01%
	"Utah"	"49"	"1999"	"1999"	40	0.01%
	"Utah"	"49"	"1998"	"1998"	52	0.01%
	"Utah"	"49"	"1997"	"1997"	36	0.01%
	"Utah"	"49"	"1996"	"1996"	58	0.02%
	"Utah"	"49"	"1995"	"1995"	48	0.01%
	"Utah"	"49"	"1994"	"1994"	56	0.01%
	"Utah"	"49"	"1993"	"1993"	47	0.01%
"Total"	"Utah"	"49"			952	0.25%
	"Vermont"	"50"	"2018"	"2018"	5	0.00%
	"Vermont"	"50"	"2017"	"2017"	3	0.00%
	"Vermont"	"50"	"2016"	"2016"	6	0.00%
	"Vermont"	"50"	"2015"	"2015"	7	0.00%
	"Vermont"	"50"	"2014"	"2014"	2	0.00%
	"Vermont"	"50"	"2013"	"2013"	5	0.00%
	"Vermont"	"50"	"2012"	"2012"	4	0.00%
	"Vermont"	"50"	"2011"	"2011"	8	0.00%
	"Vermont"	"50"	"2010"	"2010"	5	0.00%
	"Vermont"	"50"	"2009"	"2009"	6	0.00%
	"Vermont"	"50"	"2008"	"2008"	6	0.00%
	"Vermont"	"50"	"2007"	"2007"	3	0.00%
	"Vermont"	"50"	"2006"	"2006"	8	0.00%
	"Vermont"	"50"	"2005"	"2005"	8	0.00%
	"Vermont"	"50"	"2004"	"2004"	6	0.00%
	"Vermont"	"50"	"2003"	"2003"	8	0.00%
	"Vermont"	"50"	"2002"	"2002"	8	0.00%
	"Vermont"	"50"	"2001"	"2001"	7	0.00%
	"Vermont"	"50"	"2000"	"2000"	4	0.00%
	"Vermont"	"50"	"1999"	"1999"	3	0.00%
	"Vermont"	"50"	"1998"	"1998"	5	0.00%
	"Vermont"	"50"	"1997"	"1997"	6	0.00%
	"Vermont"	"50"	"1996"	"1996"	4	0.00%
	"Vermont"	"50"	"1995"	"1995"	4	0.00%
	"Vermont"	"50"	"1994"	"1994"	11	0.00%
	"Vermont"	"50"	"1993"	"1993"	7	0.00%
"Total"	"Vermont"	"50"			149	0.04%
	"Virginia"	"51"	"2018"	"2018"	205	0.05%
	"Virginia"	"51"	"2017"	"2017"	204	0.05%
	"Virginia"	"51"	"2016"	"2016"	203	0.05%
	"Virginia"	"51"	"2015"	"2015"	212	0.06%
	"Virginia"	"51"	"2014"	"2014"	198	0.05%
	"Virginia"	"51"	"2013"	"2013"	179	0.05%
	"Virginia"	"51"	"2012"	"2012"	234	0.06%
	"Virginia"	"51"	"2011"	"2011"	221	0.06%
	"Virginia"	"51"	"2010"	"2010"	268	0.07%
	"Virginia"	"51"	"2009"	"2009"	271	0.07%
	"Virginia"	"51"	"2008"	"2008"	292	0.08%
	"Virginia"	"51"	"2007"	"2007"	309	0.08%
	"Virginia"	"51"	"2006"	"2006"	332	0.09%
	"Virginia"	"51"	"2005"	"2005"	355	0.09%
	"Virginia"	"51"	"2004"	"2004"	329	0.09%
	"Virginia"	"51"	"2003"	"2003"	332	0.09%
	"Virginia"	"51"	"2002"	"2002"	315	0.08%
	"Virginia"	"51"	"2001"	"2001"	306	0.08%
	"Virginia"	"51"	"2000"	"2000"	292	0.08%
	"Virginia"	"51"	"1999"	"1999"	334	0.09%
	"Virginia"	"51"	"1998"	"1998"	340	0.09%
	"Virginia"	"51"	"1997"	"1997"	349	0.09%
	"Virginia"	"51"	"1996"	"1996"	348	0.09%
	"Virginia"	"51"	"1995"	"1995"	356	0.09%
	"Virginia"	"51"	"1994"	"1994"	370	0.10%
	"Virginia"	"51"	"1993"	"1993"	456	0.12%
"Total"	"Virginia"	"51"			7610	2.01%
	"Washington"	"53"	"2018"	"2018"	188	0.05%
	"Washington"	"53"	"2017"	"2017"	207	0.05%
	"Washington"	"53"	"2016"	"2016"	204	0.05%
	"Washington"	"53"	"2015"	"2015"	207	0.05%
	"Washington"	"53"	"2014"	"2014"	194	0.05%
	"Washington"	"53"	"2013"	"2013"	210	0.06%
	"Washington"	"53"	"2012"	"2012"	185	0.05%
	"Washington"	"53"	"2011"	"2011"	197	0.05%
	"Washington"	"53"	"2010"	"2010"	239	0.06%
	"Washington"	"53"	"2009"	"2009"	256	0.07%
	"Washington"	"53"	"2008"	"2008"	228	0.06%
	"Washington"	"53"	"2007"	"2007"	291	0.08%
	"Washington"	"53"	"2006"	"2006"	262	0.07%
	"Washington"	"53"	"2005"	"2005"	255	0.07%
	"Washington"	"53"	"2004"	"2004"	245	0.06%
	"Washington"	"53"	"2003"	"2003"	250	0.07%
	"Washington"	"53"	"2002"	"2002"	252	0.07%
	"Washington"	"53"	"2001"	"2001"	261	0.07%
	"Washington"	"53"	"2000"	"2000"	258	0.07%
	"Washington"	"53"	"1999"	"1999"	258	0.07%
	"Washington"	"53"	"1998"	"1998"	265	0.07%
	"Washington"	"53"	"1997"	"1997"	305	0.08%
	"Washington"	"53"	"1996"	"1996"	283	0.07%
	"Washington"	"53"	"1995"	"1995"	277	0.07%
	"Washington"	"53"	"1994"	"1994"	260	0.07%
	"Washington"	"53"	"1993"	"1993"	283	0.07%
"Total"	"Washington"	"53"			6320	1.67%
	"West Virginia"	"54"	"2018"	"2018"	6	0.00%
	"West Virginia"	"54"	"2017"	"2017"	16	0.00%
	"West Virginia"	"54"	"2016"	"2016"	14	0.00%
	"West Virginia"	"54"	"2015"	"2015"	10	0.00%
	"West Virginia"	"54"	"2014"	"2014"	13	0.00%
	"West Virginia"	"54"	"2013"	"2013"	13	0.00%
	"West Virginia"	"54"	"2012"	"2012"	8	0.00%
	"West Virginia"	"54"	"2011"	"2011"	13	0.00%
	"West Virginia"	"54"	"2010"	"2010"	15	0.00%
	"West Virginia"	"54"	"2009"	"2009"	19	0.01%
	"West Virginia"	"54"	"2008"	"2008"	28	0.01%
	"West Virginia"	"54"	"2007"	"2007"	24	0.01%
	"West Virginia"	"54"	"2006"	"2006"	22	0.01%
	"West Virginia"	"54"	"2005"	"2005"	28	0.01%
	"West Virginia"	"54"	"2004"	"2004"	24	0.01%
	"West Virginia"	"54"	"2003"	"2003"	21	0.01%
	"West Virginia"	"54"	"2002"	"2002"	30	0.01%
	"West Virginia"	"54"	"2001"	"2001"	32	0.01%
	"West Virginia"	"54"	"2000"	"2000"	33	0.01%
	"West Virginia"	"54"	"1999"	"1999"	42	0.01%
	"West Virginia"	"54"	"1998"	"1998"	42	0.01%
	"West Virginia"	"54"	"1997"	"1997"	54	0.01%
	"West Virginia"	"54"	"1996"	"1996"	57	0.02%
	"West Virginia"	"54"	"1995"	"1995"	71	0.02%
	"West Virginia"	"54"	"1994"	"1994"	80	0.02%
	"West Virginia"	"54"	"1993"	"1993"	75	0.02%
"Total"	"West Virginia"	"54"			790	0.21%
	"Wisconsin"	"55"	"2018"	"2018"	49	0.01%
	"Wisconsin"	"55"	"2017"	"2017"	49	0.01%
	"Wisconsin"	"55"	"2016"	"2016"	40	0.01%
	"Wisconsin"	"55"	"2015"	"2015"	69	0.02%
	"Wisconsin"	"55"	"2014"	"2014"	48	0.01%
	"Wisconsin"	"55"	"2013"	"2013"	50	0.01%
	"Wisconsin"	"55"	"2012"	"2012"	71	0.02%
	"Wisconsin"	"55"	"2011"	"2011"	70	0.02%
	"Wisconsin"	"55"	"2010"	"2010"	55	0.01%
	"Wisconsin"	"55"	"2009"	"2009"	68	0.02%
	"Wisconsin"	"55"	"2008"	"2008"	68	0.02%
	"Wisconsin"	"55"	"2007"	"2007"	70	0.02%
	"Wisconsin"	"55"	"2006"	"2006"	74	0.02%
	"Wisconsin"	"55"	"2005"	"2005"	67	0.02%
	"Wisconsin"	"55"	"2004"	"2004"	95	0.03%
	"Wisconsin"	"55"	"2003"	"2003"	66	0.02%
	"Wisconsin"	"55"	"2002"	"2002"	78	0.02%
	"Wisconsin"	"55"	"2001"	"2001"	86	0.02%
	"Wisconsin"	"55"	"2000"	"2000"	92	0.02%
	"Wisconsin"	"55"	"1999"	"1999"	110	0.03%
	"Wisconsin"	"55"	"1998"	"1998"	109	0.03%
	"Wisconsin"	"55"	"1997"	"1997"	130	0.03%
	"Wisconsin"	"55"	"1996"	"1996"	114	0.03%
	"Wisconsin"	"55"	"1995"	"1995"	119	0.03%
	"Wisconsin"	"55"	"1994"	"1994"	110	0.03%
	"Wisconsin"	"55"	"1993"	"1993"	102	0.03%
"Total"	"Wisconsin"	"55"			2059	0.54%
	"Wyoming"	"56"	"2018"	"2018"	1	0.00%
	"Wyoming"	"56"	"2017"	"2017"	2	0.00%
	"Wyoming"	"56"	"2016"	"2016"	1	0.00%
	"Wyoming"	"56"	"2015"	"2015"	4	0.00%
	"Wyoming"	"56"	"2014"	"2014"	2	0.00%
	"Wyoming"	"56"	"2012"	"2012"	3	0.00%
	"Wyoming"	"56"	"2011"	"2011"	4	0.00%
	"Wyoming"	"56"	"2010"	"2010"	7	0.00%
	"Wyoming"	"56"	"2009"	"2009"	2	0.00%
	"Wyoming"	"56"	"2008"	"2008"	5	0.00%
	"Wyoming"	"56"	"2007"	"2007"	2	0.00%
	"Wyoming"	"56"	"2006"	"2006"	4	0.00%
	"Wyoming"	"56"	"2004"	"2004"	5	0.00%
	"Wyoming"	"56"	"2003"	"2003"	4	0.00%
	"Wyoming"	"56"	"2002"	"2002"	3	0.00%
	"Wyoming"	"56"	"2001"	"2001"	3	0.00%
	"Wyoming"	"56"	"2000"	"2000"	4	0.00%
	"Wyoming"	"56"	"1999"	"1999"	3	0.00%
	"Wyoming"	"56"	"1998"	"1998"	4	0.00%
	"Wyoming"	"56"	"1997"	"1997"	2	0.00%
	"Wyoming"	"56"	"1996"	"1996"	7	0.00%
	"Wyoming"	"56"	"1995"	"1995"	5	0.00%
	"Wyoming"	"56"	"1994"	"1994"	12	0.00%
	"Wyoming"	"56"	"1993"	"1993"	7	0.00%
"Total"	"Wyoming"	"56"			96	0.03%
"Total"					378244	100.00%
"---"
"Dataset: OTIS TB Data 1993-2018"
"Query Parameters:"
"State: The United States (00)"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/tb.html for more information."
"---"
"Query Date: Jul 24, 2020 1:38:21 PM"
"---"
"Suggested Citation: Online Tuberculosis Information System (OTIS), National Tuberculosis Surveillance System, United States,"
"1993-2018. U.S. Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention (CDC), Division of"
"TB Elimination, CDC WONDER Online Database, October 2018. Data for all years updated by June 1, 2018. Accessed at"
"http://wonder.cdc.gov/tb-v2018.html on Jul 24, 2020 1:38:21 PM"
"---"
Messages:
"1. Rows with zero Cases are hidden. Use Quick Options above to show zero rows."
